BoroCD *,Shape *,FID_STP_NTA_HVI_PGI_REFERENCE,OBJECTID,BoroName,BoroCT2010,PUMA,NTAName,NTACode,Shape_Leng,Borough,ONENYC_HVI,QUINTILES,PGI,PGI_Percent,PGI_High_Low,FID_STP_Neighborhood_Planting_Cycle,BoroCode,BoroName,CommunityBoardWater,CouncilDistrictWater,Zone ID,SUM_Planting_Potential_Cut,Year,Zone_Before,Zone_After,Contract_Area_Percentage,Year_Group,Borough_Year_Group,Phase,Unique,Full_Year,Shape_Length,Shape_Area,Ratio
3192,Polygon,2056,1921,Brooklyn,3017700,4005,park-cemetery-etc-Brooklyn,BK99,24205.26084,3,0,0,0.042902,4.29,Low,201,3,Brooklyn,307,39,4,163,9,16790727.08,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK07394_2035_3,2035,1150.834498,28215.81103,24.51769658
3671,Polygon,2313,2165,Bronx,2033400,3705,park-cemetery-etc-Bronx,BX99,32410.14239,2,-6.302059,1,0.093919,9.39,High,128,2,Bronx,211,13,2,150,1,6480488.674,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX11132_2027_1,2027,1603.930257,30781.23183,19.1911286
3055,Polygon,1987,1856,Staten Island,5001800,3902,Grasmere-Arrochar-Ft. Wadsworth,SI14,14932.47771,5,-6.092481,1,0.046298,4.63,Low,408,5,Staten Island,502,50,1,1343,5,55366969.02,<Null>,<Null>,6-Apr,"Staten Island, Year 4-6",Phase 2,ST02501_2031_2,2031,1473.236557,33498.46004,22.73800489
1960,Polygon,1270,1191,Queens,4064102,4111,park-cemetery-etc-Queens,QN99,29315.4124,3,-10.817839,1,0.060642,6.06,High,341,4,Queens,409,32,4,571,7,18069874.3,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN09324_2033_3,2033,2511.765859,34304.2832,13.65743669
3054,Polygon,1987,1856,Staten Island,5001800,3902,Grasmere-Arrochar-Ft. Wadsworth,SI14,14932.47771,5,-6.092481,1,0.046298,4.63,Low,407,5,Staten Island,501,49,7,1292,5,56090641.74,<Null>,<Null>,6-Apr,"Staten Island, Year 4-6",Phase 2,ST01497_2031_2,2031,3860.144753,35605.92821,9.223987827
1757,Polygon,1118,1039,Queens,4030902,4102,Jackson Heights,QN28,8886.588305,4,-0.556211,3,0.061023,6.1,High,291,4,Queens,401,22,4,402,2,28302539.38,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN01224_2028_1,2028,2591.713364,36323.08889,14.01508724
3584,Polygon,2268,2127,Queens,4138502,4104,park-cemetery-etc-Queens,QN99,48463.82023,4,0,0,0.042371,4.24,Low,353,4,Queens,411,23,2,551,6,32327951.67,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN11232_2032_2,2032,2843.664418,38684.3532,13.60369844
1761,Polygon,1120,1041,Queens,4030904,4102,Jackson Heights,QN28,9325.377584,4,-1.367824,2,0.061023,6.1,High,291,4,Queens,401,22,4,402,2,28302539.38,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN01224_2028_1,2028,1942.297009,40204.46057,20.69944009
3071,Polygon,1997,1866,Staten Island,5016901,3903,Westerleigh,SI07,16079.67271,5,-3.238857,1,0.091963,9.2,High,409,5,Staten Island,502,50,2,1507,9,38456980.22,<Null>,<Null>,9-Jul,"Staten Island, Year 7-9",Phase 3,ST02502_2035_3,2035,4818.077136,40493.26598,8.404445349
2329,Polygon,1532,1445,Manhattan,1031703,3810,Battery Park City-Lower Manhattan,MN25,8382.300193,1,-4.264969,1,0.042571,4.26,Low,9,1,Manhattan,101,1,3,172,2,3516607.9,<Null>,<Null>,3-Jan,"Manhattan, Year 1-3",Phase 1,MN01013_2028_1,2028,2114.694546,40681.71744,19.23763293
2568,Polygon,1675,1579,Brooklyn,3077600,4009,Flatlands,BK58,6576.608537,3,1.899209,4,0.044999,4.5,Low,244,3,Brooklyn,314,45,5,207,6,15439530.87,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK14455_2032_2,2032,1029.781346,43348.95924,42.09530441
3654,Polygon,2307,2159,Queens,4029900,4101,park-cemetery-etc-Queens,QN99,8939.745752,4,0,0,0.063144,6.31,High,300,4,Queens,403,25,4,531,2,21929248.62,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN03254_2028_1,2028,2511.995694,48107.82886,19.15123859
2529,Polygon,1651,1557,Queens,4056100,4110,park-cemetery-etc-Queens,QN99,32916.47267,3,-8.804305,1,0.057629,5.76,Low,306,4,Queens,405,30,2,589,3,21840258.86,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN05302_2029_1,2029,5579.89955,49950.61347,8.951883994
774,Polygon,314,278,Brooklyn,3025000,4017,Bensonhurst West,BK28,5938.202539,3,1.611221,4,0.066285,6.63,High,229,3,Brooklyn,312,43,4,206,3,12073401.29,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK12434_2029_1,2029,1562.279448,50496.36665,32.32223704
2579,Polygon,1680,1584,Manhattan,1021000,3804,East Harlem North,MN34,8691.546311,1,1.562782,4,0.071968,7.2,High,55,1,Manhattan,110,9,2,147,5,14901634.91,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN10092_2031_2,2031,3565.907752,70786.31979,19.85085558
1414,Polygon,853,782,Bronx,2024000,3704,Van Nest-Morris Park-Westchester Square,BX37,7190.18422,2,1.793059,4,0.064049,6.4,High,88,2,Bronx,206,15,3,126,5,9823136.185,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX06153_2031_2,2031,1568.285949,71629.63556,45.67383621
3222,Polygon,2073,1938,Queens,4077300,4111,Kew Gardens,QN60,9404.109517,4,-6.401245,1,0.060642,6.06,High,314,4,Queens,406,29,2,538,6,32232706.65,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN06292_2032_2,2032,3543.625559,83138.33451,23.46137681
3178,Polygon,2046,1914,Bronx,2006900,3710,Melrose South-Mott Haven North,BX34,6530.955502,2,4.027978,5,0.10098,10.1,High,77,2,Bronx,203,16,3,152,6,6491096.946,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX03163_2032_2,2032,1207.65924,84439.29844,69.91980489
2912,Polygon,1904,1783,Queens,4031700,4101,Steinway,QN72,15107.54606,4,-3.034724,1,0.063144,6.31,High,299,4,Queens,403,25,3,620,2,26317469.66,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN03253_2028_1,2028,2047.695731,84847.7477,41.43572036
717,Polygon,270,234,Brooklyn,3019200,4014,Borough Park,BK88,5880.317176,3,1.857522,4,0.077196,7.72,High,220,3,Brooklyn,311,43,5,205,7,11343241.63,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK11435_2033_3,2033,1296.545334,87098.73061,67.17754353
1193,Polygon,657,621,Brooklyn,3092800,4010,Rugby-Remsen Village,BK96,5286.460687,3,2.934767,5,0.058754,5.88,Low,261,3,Brooklyn,316,42,3,152,8,10405589.55,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK16423_2034_3,2034,1562.100658,88485.55295,56.64523121
2512,Polygon,1641,1548,Brooklyn,3064200,4016,Madison,BK44,6854.435064,3,-1.381892,2,0.059043,5.9,Low,245,3,Brooklyn,314,48,6,159,9,20886365.56,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK14486_2035_3,2035,1522.262248,95625.94383,62.81831133
1020,Polygon,514,478,Brooklyn,3054600,4015,Midwood,BK43,6699.215456,3,-1.013888,2,0.072634,7.26,High,251,3,Brooklyn,315,48,6,189,2,23329340.22,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK15486_2028_1,2028,2061.9804,102577.5263,49.74709085
2807,Polygon,1828,1716,Brooklyn,3107000,4008,East New York,BK82,40974.74405,3,-0.872744,2,0.114084,11.41,High,350,4,Queens,410,32,7,420,4,52740710.26,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN10327_2030_2,2030,3834.477814,106516.3168,27.77857167
3411,Polygon,2186,2046,Queens,4055200,4105,Queens Village,QN34,10813.45615,4,-2.52681,1,0.039643,3.96,Low,332,4,Queens,408,23,5,657,5,30214887.7,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN08235_2031_2,2031,2143.990222,109355.9222,51.00579336
1190,Polygon,654,618,Brooklyn,3092000,4007,Brownsville,BK81,6706.17693,3,4.396367,5,0.106887,10.69,High,279,3,Brooklyn,318,46,10,243,1,18312083.36,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK184610_2027_1,2027,1671.540438,110113.0358,65.87518512
3378,Polygon,2167,2028,Bronx,2035900,3705,East Tremont,BX17,5613.305694,2,4.909012,5,0.093919,9.39,High,76,2,Bronx,203,17,2,148,6,26150215.65,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX03172_2032_2,2032,2610.89677,111198.4365,42.59013139
2474,Polygon,1625,1533,Queens,4020500,4109,Hunters Point-Sunnyside-West Maspeth,QN31,11194.98304,4,0.788944,4,0.053331,5.33,Low,295,4,Queens,402,26,3,494,4,75014612.15,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN02263_2030_2,2030,6519.460992,113134.91,17.35341467
2514,Polygon,1642,1549,Brooklyn,3064400,4009,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,6505.531261,3,-1.139004,2,0.044999,4.5,Low,251,3,Brooklyn,315,48,6,189,2,23329340.22,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK15486_2028_1,2028,1604.246247,114589.5252,71.4288878
3506,Polygon,2235,2094,Queens,4021600,4111,Kew Gardens,QN60,15140.52609,4,-4.230608,1,0.060642,6.06,High,314,4,Queens,406,29,2,538,6,32232706.65,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN06292_2032_2,2032,3005.19817,125522.9007,41.76859347
3084,Polygon,2003,1872,Staten Island,5027301,3902,New Springville-Bloomfield-Travis,SI05,23032.05315,5,-8.053871,1,0.046298,4.63,Low,402,5,Staten Island,501,50,2,1191,6,28442159.17,<Null>,<Null>,6-Apr,"Staten Island, Year 4-6",Phase 2,ST01502_2032_2,2032,2057.94781,126117.9634,61.28336337
1021,Polygon,515,479,Brooklyn,3054800,4016,Madison,BK44,7900.284112,3,-1.395366,2,0.059043,5.9,Low,245,3,Brooklyn,314,48,6,159,9,20886365.56,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK14486_2035_3,2035,1577.564951,128330.8082,81.3474007
3657,Polygon,2309,2161,Queens,4038302,4107,park-cemetery-etc-Queens,QN99,62449.76061,4,-3.918036,1,0.074167,7.42,High,303,4,Queens,404,21,3,596,7,16137724.9,<Null>,<Null>,9-Jul,"Queens, Year 7-9",Phase 3,QN04213_2033_3,2033,2988.891362,128911.0772,43.13006449
2833,Polygon,1844,1730,Brooklyn,3015900,4005,Park Slope-Gowanus,BK37,7062.320076,3,-3.422017,1,0.042902,4.29,Low,204,3,Brooklyn,308,35,3,129,9,13999929.58,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK08353_2035_3,2035,2907.235098,135518.7052,46.6142918
2265,Polygon,1491,1407,Queens,4129103,4104,Oakland Gardens,QN42,10063.70523,4,-4.391951,1,0.042371,4.24,Low,332,4,Queens,408,23,5,657,5,30214887.7,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN08235_2031_2,2031,1772.046973,138696.6924,78.26919633
2505,Polygon,1636,1544,Manhattan,1007400,3807,Midtown-Midtown South,MN17,5726.157783,1,-0.087047,3,0.054174,5.42,Low,39,1,Manhattan,106,4,4,103,4,3791184.668,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN06044_2030_2,2030,1583.683329,142956.1243,90.26812475
2306,Polygon,1517,1430,Brooklyn,3109800,4008,East New York,BK82,13569.35641,3,6.378033,5,0.114084,11.41,High,267,3,Brooklyn,317,42,6,198,2,7568428.858,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK17426_2028_1,2028,1530.673388,145232.7071,94.88157842
2343,Polygon,1541,1453,Brooklyn,3007000,4013,Bay Ridge,BK31,7182.33808,3,-1.29022,2,0.058785,5.88,Low,199,3,Brooklyn,307,38,2,153,3,12506392.27,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK07382_2029_1,2029,2198.468248,153209.2146,69.68907319
2418,Polygon,1588,1498,Bronx,2021800,3709,West Farms-Bronx River,BX08,9122.633489,2,1.445773,4,0.091985,9.2,High,88,2,Bronx,206,15,3,126,5,9823136.185,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX06153_2031_2,2031,2673.038815,156756.3904,58.64351447
2186,Polygon,1438,1355,Bronx,2016500,3705,Claremont-Bathgate,BX01,7491.010259,2,5.87544,5,0.093919,9.39,High,87,2,Bronx,206,15,2,116,8,20334857.27,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX06152_2034_3,2034,1614.025322,158599.9035,98.26357825
2762,Polygon,1799,1691,Staten Island,5015400,3901,park-cemetery-etc-Staten Island,SI99,41404.40673,5,0,0,<Null>,<Null>,<Null>,415,5,Staten Island,503,51,1,1196,6,80817736.03,<Null>,<Null>,6-Apr,"Staten Island, Year 4-6",Phase 2,ST03511_2032_2,2032,13211.7462,171921.8122,13.0128001
3263,Polygon,2097,1962,Queens,4071702,4108,Rego Park,QN18,7353.490601,4,0.37749,3,0.054644,5.46,Low,302,4,Queens,404,21,2,635,4,20031626.59,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN04212_2030_2,2030,4230.412197,180510.4857,42.66971569
658,Polygon,231,195,Brooklyn,3012902,4005,Park Slope-Gowanus,BK37,5143.838847,3,-1.244543,2,0.042902,4.29,Low,173,3,Brooklyn,302,33,6,217,1,9864173.253,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK02336_2027_1,2027,1844.420062,180516.6304,97.87175606
3303,Polygon,2125,1990,Queens,4029100,4102,Jackson Heights,QN28,7428.603086,4,-0.063568,3,0.061023,6.1,High,296,4,Queens,402,26,4,500,1,14491554.83,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN02264_2027_1,2027,4589.225752,182603.8758,39.78969125
2544,Polygon,1659,1565,Bronx,2006000,3705,Crotona Park East,BX75,7816.396779,2,-0.420908,3,0.093919,9.39,High,76,2,Bronx,203,17,2,148,6,26150215.65,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX03172_2032_2,2032,2202.498363,185194.9836,84.0840505
2689,Polygon,1752,1646,Brooklyn,3012200,4012,Sunset Park West,BK32,5669.211649,3,0.262466,3,0.071872,7.19,High,214,3,Brooklyn,310,47,7,196,8,12591915.32,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK10477_2034_3,2034,3584.236894,188797.095,52.67427923
1344,Polygon,789,732,Bronx,2012500,3705,Morrisania-Melrose,BX35,5707.516879,2,2.747585,5,0.093919,9.39,High,74,2,Bronx,202,17,2,127,3,11181084.22,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX02172_2029_1,2029,1977.5585,189121.5254,95.6338462
2951,Polygon,1927,1805,Brooklyn,3030400,4017,Bensonhurst East,BK29,13722.45037,3,-0.078549,3,0.066285,6.63,High,237,3,Brooklyn,313,47,5,194,4,18888339.47,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK13475_2030_2,2030,1986.929472,192293.8012,96.77937937
2893,Polygon,1891,1772,Manhattan,1003700,3810,SoHo-TriBeCa-Civic Center-Little Italy,MN24,11677.90025,1,-0.692733,2,0.042571,4.26,Low,10,1,Manhattan,101,1,4,154,5,14630067.35,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN01014_2031_2,2031,4442.150489,193220.6136,43.49708865
3610,Polygon,2280,2138,Bronx,2015100,3705,Morrisania-Melrose,BX35,7623.310104,2,3.720071,5,0.093919,9.39,High,74,2,Bronx,202,17,2,127,3,11181084.22,<Null>,<Null>,3-Jan,"Bronx, Year 1-3",Phase 1,BX02172_2029_1,2029,2067.977285,198756.5403,96.11156841
2431,Polygon,1594,1504,Manhattan,1000700,3810,Battery Park City-Lower Manhattan,MN25,12076.56364,1,-2.458164,1,0.042571,4.26,Low,168,3,Brooklyn,302,33,1,220,7,9287327.01,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK02331_2033_3,2033,1909.675948,211348.0101,110.6721852
3386,Polygon,2172,2032,Queens,4003300,4101,Queensbridge-Ravenswood-Long Island City,QN68,12377.44356,4,2.255017,5,0.063144,6.31,High,295,4,Queens,402,26,3,494,4,75014612.15,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN02263_2030_2,2030,4735.271628,214034.2428,45.19999265
953,Polygon,458,422,Brooklyn,3045800,4015,Midwood,BK43,7163.624969,3,-2.004619,1,0.072634,7.26,High,243,3,Brooklyn,314,45,4,171,6,17446111.34,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK14454_2032_2,2032,2004.173025,218524.011,109.0345036
2323,Polygon,1529,1442,Brooklyn,3012901,4005,Park Slope-Gowanus,BK37,5404.106381,3,-0.413674,3,0.042902,4.29,Low,173,3,Brooklyn,302,33,6,217,1,9864173.253,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK02336_2027_1,2027,3387.232714,223581.1018,66.00700946
830,Polygon,361,325,Brooklyn,3030200,4017,Bensonhurst East,BK29,6921.914365,3,-0.010177,3,0.066285,6.63,High,237,3,Brooklyn,313,47,5,194,4,18888339.47,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK13475_2030_2,2030,2286.597221,231691.5004,101.3258908
2620,Polygon,1709,1603,Manhattan,1014700,3806,Lincoln Square,MN14,3367.167726,1,-1.423638,2,0.040957,4.1,Low,19,1,Manhattan,104,3,1,133,6,15817117.22,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN04031_2032_2,2032,2320.78296,234071.6394,100.8589099
1842,Polygon,1180,1101,Queens,4047900,4109,Elmhurst-Maspeth,QN50,11155.39914,4,-0.439959,3,0.053331,5.33,Low,296,4,Queens,402,26,4,500,1,14491554.83,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN02264_2027_1,2027,3006.723028,235206.0783,78.22671929
722,Polygon,272,236,Brooklyn,3019400,4013,Dyker Heights,BK30,6220.292663,3,-0.277626,3,0.058785,5.88,Low,220,3,Brooklyn,311,43,5,205,7,11343241.63,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK11435_2033_3,2033,2019.685134,236136.9759,116.9177175
1144,Polygon,618,582,Brooklyn,3082000,4011,Prospect Lefferts Gardens-Wingate,BK60,5580.905516,3,3.014431,5,0.075709,7.57,High,205,3,Brooklyn,309,40,1,190,3,16310979.4,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK09401_2029_1,2029,2219.149564,245405.5131,110.5853869
2399,Polygon,1575,1485,Queens,4033100,4102,Airport,QN98,42499.75442,4,0,0,0.061023,6.1,High,299,4,Queens,403,25,3,620,2,26317469.66,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN03253_2028_1,2028,6180.224646,246656.2778,39.9105683
3047,Polygon,1980,1850,Bronx,2016700,3705,Claremont-Bathgate,BX01,6579.953234,2,4.899388,5,0.093919,9.39,High,81,2,Bronx,204,16,3,161,9,18012068.19,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX04163_2035_3,2035,3058.52742,248896.3647,81.37784317
937,Polygon,446,410,Brooklyn,3044000,4014,Ocean Parkway South,BK46,6721.508464,3,-0.911691,2,0.077196,7.72,High,224,3,Brooklyn,311,44,9,225,7,13157009.13,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK11449_2033_3,2033,2389.15757,250579.5869,104.8819844
826,Polygon,359,323,Brooklyn,3030000,4017,Bensonhurst East,BK29,7243.131727,3,0.938646,4,0.066285,6.63,High,237,3,Brooklyn,313,47,5,194,4,18888339.47,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK13475_2030_2,2030,2441.051501,256850.3007,105.2211724
2879,Polygon,1876,1762,Queens,4091800,4114,park-cemetery-etc-Queens,QN99,20943.04417,4,0,0,0.057259,5.73,Low,400,4,Queens,414,32,6,587,1,60466878.61,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN14326_2027_1,2027,4493.275868,258867.1895,57.61212913
879,Polygon,401,365,Brooklyn,3038600,4018,Gravesend,BK26,7290.24308,3,-0.007786,3,0.075242,7.52,High,236,3,Brooklyn,313,47,4,189,4,9980394.6,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK13474_2030_2,2030,3302.342278,260015.2717,78.73662081
951,Polygon,457,421,Brooklyn,3045600,4015,Midwood,BK43,6877.053535,3,-1.211232,2,0.072634,7.26,High,243,3,Brooklyn,314,45,4,171,6,17446111.34,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK14454_2032_2,2032,2249.391507,260334.7988,115.7356547
2983,Polygon,1945,1820,Queens,4002500,4101,Queensbridge-Ravenswood-Long Island City,QN68,6022.490356,4,0.121306,3,0.063144,6.31,High,295,4,Queens,402,26,3,494,4,75014612.15,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN02263_2030_2,2030,3670.663355,261287.401,71.18261082
1413,Polygon,852,781,Bronx,2023900,3707,Fordham South,BX40,7299.846467,2,3.818882,5,0.118484,11.85,High,91,2,Bronx,207,11,3,147,5,16250597.25,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX07113_2031_2,2031,2368.339691,261846.8738,110.561367
690,Polygon,251,215,Brooklyn,3016100,4006,Prospect Heights,BK64,6476.060331,3,-1.653412,2,0.076947,7.69,High,173,3,Brooklyn,302,33,6,217,1,9864173.253,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK02336_2027_1,2027,2374.814,262507.5433,110.5381488
2486,Polygon,1629,1537,Brooklyn,3016300,4006,Prospect Heights,BK64,6109.731188,3,-0.598925,2,0.076947,7.69,High,173,3,Brooklyn,302,33,6,217,1,9864173.253,<Null>,<Null>,3-Jan,"Brooklyn, Year 1-3",Phase 1,BK02336_2027_1,2027,2418.460867,265607.4601,109.8249981
963,Polygon,467,431,Brooklyn,3047800,4014,Borough Park,BK88,6946.915929,3,0.289158,3,0.077196,7.72,High,243,3,Brooklyn,314,45,4,171,6,17446111.34,<Null>,<Null>,6-Apr,"Brooklyn, Year 4-6",Phase 2,BK14454_2032_2,2032,2323.868344,270917.7941,116.5805261
735,Polygon,284,248,Brooklyn,3021400,4014,Borough Park,BK88,5551.994241,3,0.236508,3,0.077196,7.72,High,214,3,Brooklyn,310,47,7,196,8,12591915.32,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK10477_2034_3,2034,3866.312426,273341.3108,70.69819525
2491,Polygon,1632,1540,Manhattan,1008000,3808,Murray Hill-Kips Bay,MN20,5680.44984,1,-1.418683,2,0.055001,5.5,Low,33,1,Manhattan,105,4,10,112,4,2814914.379,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN050410_2030_2,2030,2095.315446,273906.6576,130.7233515
933,Polygon,444,408,Brooklyn,3043800,4014,Ocean Parkway South,BK46,5435.94141,3,-0.729114,2,0.077196,7.72,High,224,3,Brooklyn,311,44,9,225,7,13157009.13,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK11449_2033_3,2033,2461.926586,274082.5472,111.328481
1177,Polygon,644,608,Brooklyn,3089000,4010,Rugby-Remsen Village,BK96,9452.909696,3,4.252818,5,0.058754,5.88,Low,261,3,Brooklyn,316,42,3,152,8,10405589.55,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK16423_2034_3,2034,2600.715412,277958.6662,106.877771
2185,Polygon,1438,1355,Bronx,2016500,3705,Claremont-Bathgate,BX01,7491.010259,2,5.87544,5,0.093919,9.39,High,81,2,Bronx,204,16,3,161,9,18012068.19,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX04163_2035_3,2035,2143.797188,280684.8161,130.9288107
1147,Polygon,619,583,Brooklyn,3082200,4011,Prospect Lefferts Gardens-Wingate,BK60,5794.212679,3,2.269551,5,0.075709,7.57,High,206,3,Brooklyn,309,35,2,183,9,21613616.1,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK09352_2035_3,2035,2464.387218,281531.4938,114.2399586
3299,Polygon,2124,1989,Queens,4026500,4109,Elmhurst-Maspeth,QN50,6817.924189,4,-0.251283,3,0.053331,5.33,Low,300,4,Queens,403,25,4,531,2,21929248.62,<Null>,<Null>,3-Jan,"Queens, Year 1-3",Phase 1,QN03254_2028_1,2028,2765.584365,284272.3166,102.7892406
3548,Polygon,2253,2112,Queens,4107202,4114,park-cemetery-etc-Queens,QN99,150156.3149,3,0,0,0.057259,5.73,Low,395,4,Queens,414,32,1,597,6,26627405.99,<Null>,<Null>,6-Apr,"Queens, Year 4-6",Phase 2,QN14321_2032_2,2032,8459.127872,292978.1165,34.63455346
1348,Polygon,793,734,Bronx,2012901,3710,Longwood,BX33,7111.235716,2,3.716878,5,0.10098,10.1,High,76,2,Bronx,203,17,2,148,6,26150215.65,<Null>,<Null>,6-Apr,"Bronx, Year 4-6",Phase 2,BX03172_2032_2,2032,2288.851719,297775.896,130.0983779
3322,Polygon,2134,1999,Brooklyn,3001800,4012,Sunset Park West,BK32,76562.82445,3,0,0,0.071872,7.19,High,214,3,Brooklyn,310,47,7,196,8,12591915.32,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK10477_2034_3,2034,4935.802689,306490.5192,62.09537506
2920,Polygon,1911,1789,Bronx,2034400,3704,Allerton-Pelham Gardens,BX31,5823.581358,2,2.611284,5,0.064049,6.4,High,146,2,Bronx,212,12,5,149,9,5524682.492,<Null>,<Null>,9-Jul,"Bronx, Year 7-9",Phase 3,BX12125_2035_3,2035,2348.342368,318803.8946,135.7569914
2415,Polygon,1586,1496,Manhattan,1015100,3806,Lincoln Square,MN14,10116.14245,1,-0.044797,3,0.040957,4.1,Low,19,1,Manhattan,104,3,1,133,6,15817117.22,<Null>,<Null>,6-Apr,"Manhattan, Year 4-6",Phase 2,MN04031_2032_2,2032,4464.464203,319603.7111,71.58836909
897,Polygon,411,375,Brooklyn,3040000,4017,Bensonhurst East,BK29,6639.76358,3,0.73249,4,0.066285,6.63,High,256,3,Brooklyn,315,44,11,124,8,7289909.503,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK154411_2034_3,2034,2458.427732,320532.3759,130.3810447
1258,Polygon,704,668,Brooklyn,3113200,4007,East New York (Pennsylvania Ave),BK85,7996.127579,3,4.518803,5,0.106887,10.69,High,261,3,Brooklyn,316,42,3,152,8,10405589.55,<Null>,<Null>,9-Jul,"Brooklyn, Year 7-9",Phase 3,BK16423_2034_3,2034,2862.247357,332120.1069,116.0347327
